Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1897363226,cfb,11/29/19,50/50 Contest ($5 - Top 50% Win) (Fri Main),$60k,117.32,,13,20,20 player league,5,0,https://www.fanduel.com/entry/CMSDZHRXE
S1897089066,nba,11/29/19,$10K Fri NBA Dribbler (Single Entry),$60k,315,,759,11904,Tournament,1,3,https://www.fanduel.com/entry/AQOWOBHEW
S1897088925,nba,11/29/19,NBA Daily Free Play,$60k,315,,1613,24138,Tournament,0,0,https://www.fanduel.com/entry/DBDOOPXMW
S1897068106,epl,11/30/19,$1_000 All Star Weekly FDP Loyalty Free Play (4 of 4),$0k,74.4,,961,1812,Tournament,0,0,https://www.fanduel.com/entry/DIQFRETRM
S1897066801,cbb,11/29/19,$500 Fri CBB Bank Shot,$50k,158.9,,105,297,Tournament,2,0,https://www.fanduel.com/entry/CHXBNBNUO
S1897045330,cfb,11/29/19,50/50 Contest ($2 - Top 50% Win) (Fri Main),$60k,117.32,,16,20,20 player league,2,0,https://www.fanduel.com/entry/DXPMKEQFB
S1897044976,cfb,11/29/19,50/50 Contest ($2 - Top 50% Win) (Fri Main),$60k,117.32,,15,20,20 player league,2,0,https://www.fanduel.com/entry/BRIAHHDDB
S1897016883,cfb,11/30/19,$1K Sat CFB Spring Game (Only $0.25 to Enter),$60k,109.72,,2113,4790,Tournament,0.25,0,https://www.fanduel.com/entry/CIYWDUSVJ
S1897016889,cfb,11/30/19,$1K Sat CFB Spring Game (Only $0.25 to Enter),$60k,94.38,,3375,4790,Tournament,0.25,0,https://www.fanduel.com/entry/DQCWIZYVZ
S1897016896,cfb,11/30/19,$1K Sat CFB Spring Game (Only $0.25 to Enter),$60k,66.78,,4726,4790,Tournament,0.25,0,https://www.fanduel.com/entry/DPOYWIMYD
S1897016876,cfb,11/30/19,$1K Sat CFB Spring Game (Only $0.25 to Enter),$60k,106.72,,2297,4790,Tournament,0.25,0,https://www.fanduel.com/entry/CJMTQMETF
S1897016637,cfb,11/30/19,$1500 Sat CFB Helmet Sticker (Single Entry),$60k,101.92,,1054,1785,Tournament,1,0,https://www.fanduel.com/entry/BYGUKJOML
S1897016071,cfb,11/30/19,100-Player Contest ($2 - Top 12 Win),$60k,121.66,,15,100,Tournament,2,0,https://www.fanduel.com/entry/EJJJXXCPN
S1897015909,cfb,11/30/19,20-Player Contest ($2 - Top 3 Win),$60k,105.74,,9,20,20 player league,2,0,https://www.fanduel.com/entry/BOQNQLAXV
S1897015765,cfb,11/30/19,20-Player Contest ($1 - Top 3 Win),$60k,116.08,,2,20,20 player league,1,5,https://www.fanduel.com/entry/AJCFWUZUX
S1897015076,cfb,11/30/19,$1K Sat CFB Helmet Sticker (Single Entry),$60k,105.74,,523,1190,Tournament,1,0,https://www.fanduel.com/entry/BZWMWVDBV
S1897014718,cfb,11/30/19,$1500 Sat CFB Spring Game ($0.25 to Enter),$60k,124.2,,4103,7185,Tournament,0.25,0,https://www.fanduel.com/entry/ADTFARIKX
S1897014723,cfb,11/30/19,$1500 Sat CFB Spring Game ($0.25 to Enter),$60k,124.2,,4103,7185,Tournament,0.25,0,https://www.fanduel.com/entry/ACRKBIKPF
S1897014729,cfb,11/30/19,$1500 Sat CFB Spring Game ($0.25 to Enter),$60k,124.2,,4103,7185,Tournament,0.25,0,https://www.fanduel.com/entry/BFOEJPECX
S1897014733,cfb,11/30/19,$1500 Sat CFB Spring Game ($0.25 to Enter),$60k,124.2,,4103,7185,Tournament,0.25,0,https://www.fanduel.com/entry/BEMJKGGHF
S1897014095,cfb,11/30/19,$1K Sat CFB Helmet Sticker (Single Entry),$60k,124.2,,708,1190,Tournament,1,0,https://www.fanduel.com/entry/EKLEYJWAD
S1897013675,cfb,11/29/19,$1K Fri CFB Flea Flicker (Single Entry),$60k,124.54,,68,595,Tournament,2,5,https://www.fanduel.com/entry/CNGCCLYRR
S1897013536,cfb,11/29/19,$1K Fri CFB Helmet Sticker (Single Entry),$60k,124.54,,130,1188,Tournament,1,2.5,https://www.fanduel.com/entry/AKEASZWVB
S1897013368,cfb,11/29/19,$1K Fri CFB Flea Flicker (Single Entry),$60k,80.88,,239,595,Tournament,2,0,https://www.fanduel.com/entry/CKARADIUD
S1897013258,cfb,11/29/19,$1K Fri CFB Helmet Sticker (Single Entry),$60k,78.28,,525,1190,Tournament,1,0,https://www.fanduel.com/entry/EIHOVGKZR
S1895479797,nfl,11/28/19,50/50 Contest ($5 - Top 50% Win) (Thu Only),$60k,115.82,,18,100,Tournament,5,9,https://www.fanduel.com/entry/DPBBVZSMC
S1895479676,nfl,11/28/19,50/50 Contest ($2 - Top 50% Win) (Thu Only),$60k,115.82,,14,100,Tournament,2,3.6,https://www.fanduel.com/entry/EVDHCORKC
S1895479614,nfl,11/28/19,50/50 Contest ($2 - Top 50% Win) (Thu Only),$60k,115.82,,14,100,Tournament,2,3.6,https://www.fanduel.com/entry/CLQKBMRWK
S1895479564,nfl,11/28/19,50/50 Contest ($1 - Top 50% Win) (Thu Only),$60k,115.82,,15,100,Tournament,1,1.8,https://www.fanduel.com/entry/EGDZLXORA
S1895479448,nfl,11/28/19,50/50 Contest ($2 - Top 50% Win) (Thu Only),$60k,115.82,,14,100,Tournament,2,3.6,https://www.fanduel.com/entry/BUNMMAANI
S1895479377,nfl,11/28/19,50/50 Contest ($1 - Top 50% Win) (Thu Only),$60k,115.82,,14,100,Tournament,1,1.8,https://www.fanduel.com/entry/CTDAXEOPM
S1895479299,nfl,11/28/19,50/50 Contest ($1 - Top 50% Win) (Thu Only),$60k,115.82,,17,100,Tournament,1,1.8,https://www.fanduel.com/entry/DHOLBAMMC
S1895479249,nfl,11/28/19,50/50 Contest ($1 - Top 50% Win) (Thu Only),$60k,115.82,,19,100,Tournament,1,1.8,https://www.fanduel.com/entry/DCFKEPJEW
S1895479183,nfl,11/28/19,50/50 Contest ($2 - Top 50% Win) (Thu Only),$60k,115.82,,23,100,Tournament,2,3.6,https://www.fanduel.com/entry/CAYIIIZKS
S1895479098,nfl,11/28/19,50/50 Contest ($2 - Top 50% Win) (Thu Only),$60k,115.82,,19,100,Tournament,2,3.6,https://www.fanduel.com/entry/AMVOTVWRQ
S1895199080,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,69,100,Tournament,1,0,https://www.fanduel.com/entry/EHTRCDENN
S1895198983,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,73,100,Tournament,2,0,https://www.fanduel.com/entry/BYURNOXZB
S1895198862,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,64,100,Tournament,1,0,https://www.fanduel.com/entry/EPGHXJWKT
S1895198756,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,72,100,Tournament,2,0,https://www.fanduel.com/entry/ATGJUGITJ
S1895198658,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,68,100,Tournament,1,0,https://www.fanduel.com/entry/DBRLVRYOD
S1895198549,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,69,100,Tournament,2,0,https://www.fanduel.com/entry/DHOKFJLNR
S1895198413,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,65,100,Tournament,2,0,https://www.fanduel.com/entry/EQICXDZCH
S1895198326,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,69,100,Tournament,2,0,https://www.fanduel.com/entry/AJCFNIXJR
S1895121767,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,72,100,Tournament,2,0,https://www.fanduel.com/entry/BWDEECCRO
S1895121572,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,69,100,Tournament,2,0,https://www.fanduel.com/entry/EYWOTQBCY
S1895121482,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,68,100,Tournament,2,0,https://www.fanduel.com/entry/BYGUDFDEU
S1895121404,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,68,100,Tournament,2,0,https://www.fanduel.com/entry/DVZULFOQQ
S1895121336,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,68,100,Tournament,2,0,https://www.fanduel.com/entry/FDRSDYQGU
S1895121248,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,62,100,Tournament,1,0,https://www.fanduel.com/entry/DWNRYIFKI
S1895121113,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,64,100,Tournament,2,0,https://www.fanduel.com/entry/BHDWNOSXC
S1895120987,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,65,100,Tournament,2,0,https://www.fanduel.com/entry/FCBZRYGNG
S1895120887,nba,11/27/19,50/50 League ($2 - Top 50% Win) (Main),$60k,275.3,,68,100,Tournament,2,0,https://www.fanduel.com/entry/DRERBLXHG
S1895120773,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,61,100,Tournament,1,0,https://www.fanduel.com/entry/BZWMPMYVO
S1895120643,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,61,100,Tournament,1,0,https://www.fanduel.com/entry/CUSSPRVPO
S1895119619,nba,11/27/19,50/50 League ($1 - Top 50% Win) (Main),$60k,275.3,,71,100,Tournament,1,0,https://www.fanduel.com/entry/CSPCROXSQ
S1894201540,nba,11/27/19,$12K Wed NBA Block (Single Entry),$60k,275.3,,3751,7142,Tournament,2,0,https://www.fanduel.com/entry/ESLSYWCRE
S1894201502,nba,11/27/19,$7K Wed NBA Swat (3 Entries Max),$60k,291.3,,2500,8333,Tournament,1,0,https://www.fanduel.com/entry/CYZYOFIOC
S1894201507,nba,11/27/19,$7K Wed NBA Swat (3 Entries Max),$60k,262,,6188,8333,Tournament,1,0,https://www.fanduel.com/entry/CYMBBNWQG
S1894201509,nba,11/27/19,$7K Wed NBA Swat (3 Entries Max),$60k,267.2,,5538,8333,Tournament,1,0,https://www.fanduel.com/entry/CXYDOWKSK
S1894201354,nba,11/27/19,$12K Wed NBA Dribbler (Single Entry),$60k,265.3,,9444,14285,Tournament,1,0,https://www.fanduel.com/entry/AQAYZYNWW
S1894201281,nba,11/27/19,NBA Daily Free Play,$60k,275.3,,10694,21985,Tournament,0,0,https://www.fanduel.com/entry/EKZCEEIOK
S1894065209,cbb,11/26/19,$100 CBB Mini Press (Single Entry),$50k,216.1,,52,114,Tournament,1,0,https://www.fanduel.com/entry/ADTEXFVTW
S1894064731,cfb,11/30/19,$15K Sat CFB Fight Song ($1.5K to 1st),$60k,110.22,,1606,4021,Tournament,4.44,0,https://www.fanduel.com/entry/EGDYWZUFW
S1894064735,cfb,11/30/19,$15K Sat CFB Fight Song ($1.5K to 1st),$60k,99.52,,2347,4021,Tournament,4.44,0,https://www.fanduel.com/entry/EAUYAHFBK
S1894064736,cfb,11/30/19,$15K Sat CFB Fight Song ($1.5K to 1st),$60k,69.84,,3882,4021,Tournament,4.44,0,https://www.fanduel.com/entry/EAHANPTDO
S1894064339,cfb,11/30/19,$2K Sat CFB Five Star (Single Entry),$60k,114.02,,177,476,Tournament,5,0,https://www.fanduel.com/entry/AJCFUJPUE
S1894064272,cfb,11/30/19,$2K Sat CFB Helmet Sticker (Single Entry),$60k,128.42,,342,2380,Tournament,1,2,https://www.fanduel.com/entry/EWFBNHGRW
S1894063916,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,16,50,50 player league,1,1.8,https://www.fanduel.com/entry/COVULEOSU
S1894063750,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,17,50,50 player league,1,1.8,https://www.fanduel.com/entry/BIFRSBWVO
S1894063494,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,20,50,50 player league,1,1.8,https://www.fanduel.com/entry/EMOUTXQXS
S1894063207,cfb,11/30/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,114.02,,34,100,Tournament,5,9,https://www.fanduel.com/entry/BLLCQNVEM
S1894063084,cfb,11/30/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,114.02,,36,100,Tournament,2,3.6,https://www.fanduel.com/entry/AEUZXLDHG
S1894063004,cfb,11/30/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,114.02,,40,100,Tournament,2,3.6,https://www.fanduel.com/entry/DQQTUGDJK
S1894062921,cfb,11/30/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,114.02,,37,100,Tournament,2,3.6,https://www.fanduel.com/entry/EOENGBTPW
S1894062768,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,33,100,Tournament,1,1.8,https://www.fanduel.com/entry/CGVGDRPTO
S1894062704,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,39,100,Tournament,1,1.8,https://www.fanduel.com/entry/BCITJRYJO
S1894062433,cfb,11/30/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,114.02,,35,100,Tournament,1,1.8,https://www.fanduel.com/entry/DQCWIHIEQ
S1894060006,cfb,11/29/19,50/50 Contest ($2 - Top 50% Win) (Fri Main),$60k,117.32,,17,20,20 player league,2,0,https://www.fanduel.com/entry/DPOZBJADK
S1894059710,cfb,11/29/19,50/50 Contest ($1 - Top 50% Win) (Fri Main),$60k,117.32,,39,50,50 player league,1,0,https://www.fanduel.com/entry/EOSKZFADK
S1894059640,cfb,11/29/19,50/50 Contest ($1 - Top 50% Win) (Fri Main),$60k,117.32,,39,50,50 player league,1,0,https://www.fanduel.com/entry/ASEPIVCTS
S1894059518,cfb,11/29/19,50/50 Contest ($5 - Top 50% Win) (Fri Main),$60k,117.32,,77,100,Tournament,5,0,https://www.fanduel.com/entry/EKLFCCURW
S1894059323,cfb,11/29/19,50/50 Contest ($2 - Top 50% Win) (Fri Main),$60k,117.32,,78,100,Tournament,2,0,https://www.fanduel.com/entry/CTDAPSRKI
S1894059272,cfb,11/29/19,50/50 Contest ($2 - Top 50% Win) (Fri Main),$60k,117.32,,73,100,Tournament,2,0,https://www.fanduel.com/entry/AOLGYOCEQ
S1894059212,cfb,11/29/19,50/50 Contest ($1 - Top 50% Win) (Fri Main),$60k,117.32,,81,100,Tournament,1,0,https://www.fanduel.com/entry/BTLRFIYLC
S1894059113,cfb,11/29/19,50/50 Contest ($1 - Top 50% Win) (Fri Main),$60k,117.32,,74,100,Tournament,1,0,https://www.fanduel.com/entry/DKFYFBPUU
S1894059051,cfb,11/29/19,50/50 Contest ($1 - Top 50% Win) (Fri Main),$60k,117.32,,67,100,Tournament,1,0,https://www.fanduel.com/entry/AEVAEICSU
S1894058863,cfb,11/29/19,$3K Fri CFB Fight Song,$60k,123.28,,570,1190,Tournament,3,0,https://www.fanduel.com/entry/APNBYELXO
S1894058867,cfb,11/29/19,$3K Fri CFB Fight Song,$60k,139.92,,339,1190,Tournament,3,0,https://www.fanduel.com/entry/AKEBBLWTC
S1894058869,cfb,11/29/19,$3K Fri CFB Fight Song,$60k,70.52,,1140,1190,Tournament,3,0,https://www.fanduel.com/entry/AJQDOUKVG
S1894058743,cfb,11/29/19,$1K Fri CFB Five Star (Single Entry),$60k,117.32,,155,238,Tournament,5,0,https://www.fanduel.com/entry/ADTFFRVQE
S1894058647,cfb,11/29/19,$1K Fri CFB Helmet Sticker (Single Entry),$60k,137.22,,268,1190,Tournament,1,2,https://www.fanduel.com/entry/EHFUDYIGE
S1893203751,nba,11/26/19,$12K Tue NBA Block (Single Entry),$60k,217,,5954,7142,Tournament,2,0,https://www.fanduel.com/entry/BPSISMUQV
S1893203704,nba,11/26/19,$6K Tue NBA Swat (3 Entries Max),$60k,220.2,,5542,7142,Tournament,1,0,https://www.fanduel.com/entry/AUIFFFHDD
S1893203705,nba,11/26/19,$6K Tue NBA Swat (3 Entries Max),$60k,219,,5677,7142,Tournament,1,0,https://www.fanduel.com/entry/ATUHSNVFH
S1893203706,nba,11/26/19,$6K Tue NBA Swat (3 Entries Max),$60k,210.7,,6374,7142,Tournament,1,0,https://www.fanduel.com/entry/ENQPXOKZT
S1893203618,nba,11/26/19,$10K Tue NBA Dribbler (Single Entry),$60k,218.5,,9461,11904,Tournament,1,0,https://www.fanduel.com/entry/AVKAEZJUR
S1893203442,nba,11/26/19,NBA Daily Free Play,$60k,242.3,,8367,23833,Tournament,0,0,https://www.fanduel.com/entry/AWZSQWAPP
S1892449716,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,62,100,Tournament,2,0,https://www.fanduel.com/entry/AMHQFJAZH
S1892449656,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,64,100,Tournament,2,0,https://www.fanduel.com/entry/CXKFSLKGN
S1892449520,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,62,100,Tournament,2,0,https://www.fanduel.com/entry/BVBIWSJSB
S1892449415,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,55,100,Tournament,1,0,https://www.fanduel.com/entry/BXSWIJDEN
S1892449284,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,60,100,Tournament,2,0,https://www.fanduel.com/entry/AUWCACJQV
S1892449205,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,64,100,Tournament,1,0,https://www.fanduel.com/entry/DUXZEHAMZ
S1892449098,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,65,100,Tournament,1,0,https://www.fanduel.com/entry/DFYRNILWR
S1892449002,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,63,100,Tournament,2,0,https://www.fanduel.com/entry/BOQNBFUMJ
S1892448907,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,64,100,Tournament,2,0,https://www.fanduel.com/entry/BZIOUURTX
S1892448795,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,66,100,Tournament,2,0,https://www.fanduel.com/entry/BXEYWKHZT
S1892036359,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,55,100,Tournament,1,0,https://www.fanduel.com/entry/DBRMFSYSD
S1892036280,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,57,100,Tournament,1,0,https://www.fanduel.com/entry/BHRUHZNVJ
S1892036154,nba,11/25/19,50/50 League ($1 - Top 50% Win) (Main),$60k,304.5,,60,100,Tournament,1,0,https://www.fanduel.com/entry/ALTTIWYBN
S1892036097,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,65,100,Tournament,2,0,https://www.fanduel.com/entry/AQOWSYBID
S1892036026,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,66,100,Tournament,2,0,https://www.fanduel.com/entry/FBOCNHPNB
S1892035988,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,66,100,Tournament,2,0,https://www.fanduel.com/entry/BZWMXGHVZ
S1892035947,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,63,100,Tournament,2,0,https://www.fanduel.com/entry/ELMZXDVZR
S1892035924,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,66,100,Tournament,2,0,https://www.fanduel.com/entry/CZNWHIOXZ
S1892035601,nba,11/25/19,50/50 League ($2 - Top 50% Win) (Main),$60k,304.5,,61,100,Tournament,2,0,https://www.fanduel.com/entry/BRIBCQSDB
S1891815798,nfl,12/1/19,$40K Sun NFL Scramble (Single Entry),$60k,139.4,,395,4705,Tournament,10,25,https://www.fanduel.com/entry/DPOZLCOJQ
S1891815668,nfl,11/28/19,$25K Thu NFL Scalloped Scramble (Single Entry),$60k,115.82,,625,2941,Tournament,10,14.55,https://www.fanduel.com/entry/CPXQAWOJA
S1891815231,nba,11/25/19,$8K Mon NBA Swat (3 Entries Max),$60k,230.2,,9360,9523,Tournament,1,0,https://www.fanduel.com/entry/EFQCBCOYK
S1891815223,nba,11/25/19,$8K Mon NBA Swat (3 Entries Max),$60k,280.7,,6125,9523,Tournament,1,0,https://www.fanduel.com/entry/EGRXALMUC
S1891815229,nba,11/25/19,$8K Mon NBA Swat (3 Entries Max),$60k,272.3,,7076,9523,Tournament,1,0,https://www.fanduel.com/entry/EGDZNUAWG
S1891815149,nba,11/25/19,$14K Mon NBA Block (Single Entry),$60k,304.5,,2792,8333,Tournament,2,0,https://www.fanduel.com/entry/EJXHYXLDA
S1891815060,nba,11/25/19,$10K Mon NBA Dribbler (Single Entry),$60k,301.3,,4180,11904,Tournament,1,0,https://www.fanduel.com/entry/DSGMWPOXM
S1891803056,nfl,12/1/19,50/50 Contest ($5 - Top 50% Win) (Main),$60k,139.4,,24,100,Tournament,5,9,https://www.fanduel.com/entry/EEOFTITXB
S1891802991,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,30,100,Tournament,2,3.6,https://www.fanduel.com/entry/AJQCPCZFN
S1891802965,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,31,100,Tournament,2,3.6,https://www.fanduel.com/entry/CUSSCUGHF
S1891802923,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,27,100,Tournament,2,3.6,https://www.fanduel.com/entry/CXKFODNWL
S1891802896,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,30,100,Tournament,2,3.6,https://www.fanduel.com/entry/BJVJMTBXB
S1891802857,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,30,100,Tournament,2,3.6,https://www.fanduel.com/entry/DBRLLNFFF
S1891802796,nfl,12/1/19,50/50 Contest ($2 - Top 50% Win) (Main),$60k,139.4,,28,100,Tournament,2,3.6,https://www.fanduel.com/entry/CNTYUBHJF
S1891802764,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,25,100,Tournament,1,1.8,https://www.fanduel.com/entry/DEIYWWMUL
S1891802717,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,24,100,Tournament,1,1.8,https://www.fanduel.com/entry/DKFXGNZTZ
S1891802692,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,26,100,Tournament,1,1.8,https://www.fanduel.com/entry/DEWWJKFTR
S1891802607,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,19,100,Tournament,1,1.8,https://www.fanduel.com/entry/EUPIJXSGH
S1891802506,nfl,12/1/19,50/50 Contest ($1 - Top 50% Win) (Main),$60k,139.4,,22,100,Tournament,1,1.8,https://www.fanduel.com/entry/FCBZFPOZJ
S1891802373,nfl,12/1/19,$18K Sun NFL Flea Flicker (5 Entries Max),$60k,123,,850,3061,Tournament,7,0,https://www.fanduel.com/entry/EFCDGSWNZ
S1891802374,nfl,12/1/19,$18K Sun NFL Flea Flicker (5 Entries Max),$60k,66.42,,3012,3061,Tournament,7,0,https://www.fanduel.com/entry/EEOFUBKQD
